ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T001054,C00249,O001003,chat,refund,low,open,2026-01-10 09:36:56,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T001055,C00156,O000807,email,technical_issue,urgent,resolved,2025-03-16 01:09:44,2025-03-19 23:09:44,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Issued refund after return inspection.
T001056,C00125,O001383,phone,delivery_issue,low,new,2025-01-31 20:31:08,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T001057,C00039,O000702,web_form,warranty,medium,closed,2025-03-21 16:28:31,2025-03-22 16:28:31,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Shared shipment update and opened carrier claim.
T001058,C00187,,email,billing,medium,new,2025-09-19 20:18:07,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T001059,C00468,O000891,web_form,refund,urgent,open,2025-03-06 09:43:04,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T001060,C00205,,chat,billing,urgent,open,2025-08-16 22:29:14,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T001061,C00292,O000194,web_form,delivery_issue,high,resolved,2025-04-28 01:15:00,2025-04-28 09:15:00,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Provided policy details and next steps.
T001062,C00269,O000069,email,product_question,high,closed,2025-01-02 07:18:31,2025-01-06 03:18:31,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Provided policy details and next steps.
T001063,C00402,O000336,web_form,product_question,medium,pending_customer,2025-02-14 03:39:31,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T001064,C00237,O000474,email,delivery_issue,high,open,2025-10-30 20:51:41,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T001065,C00261,,chat,warranty,medium,open,2025-01-23 09:07:55,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T001066,C00320,O001170,web_form,return_request,high,open,2025-06-04 01:50:19,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T001067,C00128,O000524,chat,technical_issue,medium,resolved,2025-06-15 10:00:19,2025-06-16 09:00:19,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Shared shipment update and opened carrier claim.
T001068,C00475,O001059,web_form,delivery_issue,high,open,2025-01-05 03:05:49,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T001069,C00467,O000760,email,refund,high,open,2025-04-27 03:20:53,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T001070,C00086,O000880,email,product_question,medium,open,2026-02-11 21:08:22,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T001071,C00386,O000695,email,delivery_issue,medium,resolved,2026-02-10 17:02:25,2026-02-14 11:02:25,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Issued refund after return inspection.
T001072,C00139,O000098,phone,delivery_issue,high,new,2025-12-10 15:45:39,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T001073,C00148,O001388,web_form,warranty,high,open,2025-03-26 07:37:38,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T001074,C00029,O000609,chat,delivery_issue,low,pending_customer,2025-11-03 21:50:06,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T001075,C00461,O000793,email,billing,high,open,2025-12-26 15:36:50,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T001076,C00271,O000582,web_form,refund,urgent,resolved,2026-01-09 08:11:29,2026-01-13 12:11:29,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Clarified invoice and resent billing document.
T001077,C00373,O000380,phone,return_request,medium,open,2026-01-02 22:15:58,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T001078,C00401,O000361,web_form,delivery_issue,urgent,pending_customer,2025-08-31 06:08:19,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T001079,C00219,,chat,delivery_issue,high,resolved,2026-01-27 23:41:07,2026-01-28 21:41:07,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Clarified invoice and resent billing document.
T001080,C00312,O000587,email,return_request,high,resolved,2025-12-25 12:14:55,2025-12-28 01:14:55,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Issued refund after return inspection.
T001081,C00235,O000185,email,technical_issue,high,resolved,2025-05-18 20:59:24,2025-05-23 12:59:24,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Clarified invoice and resent billing document.
T001082,C00074,O001068,web_form,billing,high,pending_customer,2025-05-26 17:38:15,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T001083,C00142,O000793,phone,refund,urgent,new,2025-05-05 01:19:32,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T001084,C00215,,email,delivery_issue,medium,resolved,2026-02-20 21:47:44,2026-02-24 23:47:44,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Validated warranty and requested diagnostic evidence.
T001085,C00258,O000991,web_form,warranty,high,open,2025-04-11 00:40:42,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T001086,C00216,,web_form,return_request,medium,pending_customer,2025-03-30 05:23:48,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T001087,C00099,O001007,email,technical_issue,urgent,open,2025-07-05 22:42:32,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T001088,C00037,O000968,phone,return_request,urgent,open,2026-03-11 19:32:45,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T001089,C00188,O000139,chat,delivery_issue,low,open,2025-06-25 10:19:14,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T001090,C00416,O001450,phone,warranty,high,pending_customer,2026-03-16 12:47:41,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T001091,C00436,O000569,phone,warranty,low,resolved,2025-02-07 07:15:26,2025-02-09 06:15:26,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Issued refund after return inspection.
T001092,C00007,O001052,email,technical_issue,high,open,2025-11-13 10:59:20,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T001093,C00328,,email,delivery_issue,high,resolved,2025-06-13 23:58:52,2025-06-17 05:58:52,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Clarified invoice and resent billing document.
T001094,C00424,O000346,email,delivery_issue,low,open,2025-10-19 00:03:08,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T001095,C00419,O001104,chat,product_question,low,resolved,2025-11-09 12:51:01,2025-11-13 05:51:01,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Clarified invoice and resent billing document.
T001096,C00223,,email,product_question,urgent,resolved,2025-09-29 17:56:02,2025-10-04 14:56:02,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Provided policy details and next steps.
T001097,C00346,O001431,chat,return_request,urgent,closed,2025-10-12 03:45:06,2025-10-13 16:45:06,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T001098,C00114,,web_form,warranty,high,open,2025-06-21 04:54:55,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T001099,C00359,O000108,chat,product_question,high,open,2025-12-29 04:58:10,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T001100,C00383,O000699,web_form,billing,urgent,closed,2025-12-28 16:45:56,2025-12-31 18:45:56,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Provided policy details and next steps.
